iter	Passed	Remaining
283	580	1463
284	582	1461
285	584	1458
286	586	1457
287	588	1455
288	590	1453
289	592	1451
290	594	1449
291	596	1446
292	598	1444
293	601	1443
294	603	1441
295	605	1439
296	607	1437
297	609	1435
298	611	1432
299	612	1430
300	615	1428
301	617	1426
302	619	1424
303	621	1422
304	623	1420
305	625	1417
306	627	1415
307	629	1413
308	631	1411
309	633	1410
310	635	1408
311	637	1406
312	639	1403
313	641	1401
314	643	1399
315	645	1396
316	647	1394
317	648	1391
318	650	1389
319	652	1387
320	654	1384
321	657	1383
322	659	1381
323	661	1379
324	663	1378
325	666	1377
326	667	1374
327	669	1372
328	671	1370
329	674	1368
330	676	1367
331	678	1365
332	680	1364
333	682	1361
334	684	1359
335	686	1356
336	688	1354
337	690	1353
338	693	1351
339	695	1349
340	697	1347
341	699	1345
342	701	1342
343	703	1340
344	705	1339
345	707	1337
346	709	1335
347	711	1333
348	713	1330
349	715	1328
350	717	1326
351	719	1324
352	721	1322
353	723	1320
354	725	1318
355	727	1316
356	729	1314
357	731	1311
358	733	1309
359	735	1307
360	737	1304
361	739	1302
362	740	1300
363	742	1297
364	744	1295
365	746	1293
366	748	1291
367	751	1290
368	753	1288
369	755	1287
370	757	1284
371	759	1282
372	761	1280
373	763	1278
374	765	1276
375	767	1274
376	770	1273
377	772	1270
378	774	1268
379	776	1266
380	777	1263
381	780	1262
382	782	1260
383	784	1258
384	786	1256
385	788	1253
386	790	1251
387	791	1249
388	794	1247
389	796	1245
390	798	1243
391	800	1242
392	802	1239
393	804	1237
394	806	1235
395	808	1232
396	810	1231
397	812	1228
398	814	1226
399	816	1224
400	818	1222
401	820	1220
402	822	1217
403	823	1215
404	825	1213
405	827	1210
406	829	1208
407	831	1206
408	832	1203
409	834	1201
410	837	1199
411	839	1197
412	841	1195
413	843	1194
414	845	1192
415	847	1190
416	849	1187
417	851	1185
418	853	1183
419	855	1181
420	857	1179
421	859	1177
422	861	1175
423	863	1173
424	865	1170
425	867	1168
426	869	1166
427	871	1164
428	873	1162
429	875	1160
430	877	1158
431	879	1155
432	880	1153
433	883	1151
434	885	1149
435	887	1147
436	889	1146
437	891	1143
438	893	1141
439	895	1139
440	897	1137
441	899	1135
442	901	1133
443	903	1131
444	906	1130
445	908	1127
446	909	1125
447	911	1123
448	914	1121
449	916	1119
450	917	1117
451	920	1115
452	922	1113
453	924	1111
454	925	1109
455	927	1106
456	929	1104
457	931	1101
458	933	1099
459	934	1097
460	936	1095
461	938	1092
462	940	1090
463	942	1089
464	944	1086
465	946	1085
466	949	1083
467	951	1081
468	953	1079
469	955	1077
470	957	1075
471	959	1073
472	961	1071
473	963	1069
474	966	1067
475	968	1065
476	969	1063
477	971	1061
478	973	1059
479	975	1057
480	977	1055
481	980	1053
482	982	1051
483	984	1049
484	986	1046
485	988	1045
486	990	1043
487	992	1041
488	994	1039
489	996	1037
490	998	1035
491	1000	1032
492	1002	1030
493	1004	1028
494	1006	1026
495	1008	1025
496	1010	1023
497	1012	1020
498	1014	1018
499	1016	1016
500	1018	1014
501	1020	1012
502	1022	1010
503	1024	1007
504	1026	1005
505	1028	1003
506	1030	1001
507	1032	999
508	1034	997
509	1036	995
510	1038	994
511	1041	992
512	1043	990
513	1045	988
514	1047	986
515	1049	984
516	1051	982
517	1054	981
518	1056	979
519	1058	976
520	1060	974
521	1062	972
522	1064	971
523	1066	969
524	1069	967
525	1071	965
526	1073	963
527	1075	961
528	1077	959
529	1079	957
530	1081	955
531	1083	953
532	1086	951
533	1088	949
534	1090	947
535	1092	945
536	1094	943
537	1096	941
538	1098	939
539	1101	938
540	1103	935
541	1104	933
542	1107	931
543	1109	929
544	1111	927
545	1113	925
546	1115	923
547	1117	921
548	1119	919
549	1120	917
550	1122	914
551	1123	912
552	1125	909
553	1127	907
554	1129	905
555	1130	903
556	1132	900
557	1134	898
558	1136	896
559	1139	895
560	1141	893
561	1143	891
562	1145	889
563	1147	887
564	1149	884
565	1151	882
566	1153	881
567	1155	879
568	1157	877
569	1159	875
570	1161	872
571	1163	870
572	1165	868
573	1167	866
574	1170	864
575	1172	862
576	1174	860
577	1176	858
578	1178	856
579	1180	854
580	1182	852
581	1184	850
582	1186	848
583	1188	846
584	1190	844
585	1192	842
586	1194	840
587	1196	838
588	1198	836
589	1200	834
590	1202	832
591	1204	830
592	1206	828
593	1208	826
594	1210	824
595	1212	822
596	1214	819
597	1216	817
598	1218	815
599	1220	813
600	1222	811
601	1224	809
602	1226	807
603	1229	805
604	1231	803
605	1233	801
606	1235	799
607	1237	797
608	1239	795
609	1241	793
610	1243	791
611	1245	789
612	1247	787
613	1249	785
614	1251	783
615	1252	781
616	1254	778
617	1256	776
618	1259	774
619	1260	772
620	1262	770
621	1265	768
622	1266	766
623	1268	764
624	1270	762
625	1272	760
626	1274	758
627	1276	756
628	1278	754
629	1280	752
630	1282	750
631	1284	748
632	1286	745
633	1288	744
634	1290	741
635	1292	739
636	1294	737
637	1296	735
638	1298	733
639	1300	731
640	1302	729
641	1304	727
642	1306	725
643	1308	723
644	1310	721
645	1312	719
646	1314	717
647	1317	715
648	1319	713
649	1322	711
650	1324	709
651	1326	707
652	1328	705
653	1330	703
654	1331	701
655	1334	699
656	1336	697
657	1338	695
658	1340	693
659	1342	691
660	1344	689
661	1346	687
662	1348	685
663	1350	683
664	1352	681
665	1354	679
666	1356	677
667	1358	675
668	1360	673
669	1362	671
670	1364	669
671	1366	667
672	1368	664
673	1370	662
674	1372	660
675	1374	658
676	1376	656
677	1378	654
678	1380	652
679	1382	650
680	1384	648
681	1386	646
682	1388	644
683	1397	645
684	1400	643
685	1402	641
686	1403	639
687	1405	637
688	1407	635
689	1410	633
690	1411	631
691	1413	629
692	1415	627
693	1418	625
694	1419	623
695	1422	621
696	1424	619
697	1426	616
698	1427	614
699	1429	612
700	1432	610
701	1434	608
702	1435	606
703	1438	604
704	1440	602
705	1441	600
706	1443	598
707	1446	596
708	1448	594
709	1450	592
710	1451	590
711	1454	588
712	1456	586
713	1458	584
714	1460	582
715	1462	580
716	1464	577
717	1466	575
718	1468	573
719	1470	571
720	1472	569
721	1474	567
722	1476	565
723	1478	563
724	1480	561
725	1482	559
726	1484	557
727	1486	555
728	1488	553
729	1490	551
730	1492	549
731	1494	547
732	1496	544
733	1498	542
734	1500	541
735	1502	538
736	1504	536
737	1506	534
738	1508	532
739	1510	530
740	1512	528
741	1514	526
742	1516	524
743	1518	522
744	1520	520
745	1522	518
746	1524	516
747	1527	514
748	1529	512
749	1531	510
750	1533	508
751	1535	506
752	1537	504
753	1539	502
754	1541	500
755	1543	498
756	1545	496
757	1547	493
758	1548	491
759	1551	489
760	1553	487
761	1555	485
762	1557	483
763	1559	481
764	1561	479
765	1562	477
766	1564	475
767	1567	473
768	1569	471
769	1571	469
770	1573	467
771	1574	465
772	1576	462
773	1578	460
774	1580	458
775	1582	456
776	1584	454
777	1586	452
778	1589	450
779	1591	448
780	1593	446
781	1595	444
782	1597	442
783	1600	440
784	1602	438
785	1604	436
786	1606	434
787	1608	432
788	1610	430
789	1612	428
790	1615	426
791	1617	424
792	1619	422
793	1621	420
794	1623	418
795	1625	416
796	1627	414
797	1629	412
798	1632	410
799	1634	408
800	1636	406
801	1638	404
802	1640	402
803	1642	400
804	1644	398
805	1647	396
806	1649	394
807	1650	392
808	1653	390
809	1654	388
810	1657	386
811	1659	384
812	1661	382
813	1664	380
814	1665	378
815	1668	376
816	1670	374
817	1672	372
818	1674	370
819	1676	367
820	1678	365
821	1680	363
822	1682	361
823	1683	359
824	1686	357
825	1688	355
826	1690	353
827	1692	351
828	1695	349
829	1697	347
830	1699	345
831	1701	343
832	1704	341
833	1706	339
834	1708	337
835	1710	335
836	1712	333
837	1714	331
838	1716	329
839	1719	327
840	1721	325
841	1723	323
842	1725	321
843	1727	319
844	1729	317
845	1731	315
846	1733	313
847	1735	311
848	1737	309
849	1739	307
850	1741	305
851	1743	302
852	1745	300
853	1748	298
854	1750	296
855	1752	294
856	1754	292
857	1756	290
858	1757	288
859	1759	286
860	1761	284
861	1764	282
862	1765	280
863	1767	278
864	1769	276
865	1771	274
866	1773	272
867	1775	269
868	1777	267
869	1779	265
870	1781	263
871	1783	261
872	1785	259
873	1787	257
874	1789	255
875	1791	253
876	1793	251
877	1795	249
878	1798	247
879	1800	245
880	1802	243
881	1803	241
882	1806	239
883	1808	237
884	1810	235
885	1812	233
886	1814	231
887	1816	229
888	1818	227
889	1820	224
890	1822	222
891	1824	220
892	1826	218
893	1828	216
894	1830	214
895	1832	212
896	1834	210
897	1836	208
898	1838	206
899	1840	204
900	1842	202
901	1844	200
902	1846	198
903	1848	196
904	1850	194
905	1853	192
906	1855	190
907	1857	188
908	1859	186
909	1861	184
910	1862	181
911	1864	179
912	1866	177
913	1868	175
914	1870	173
915	1872	171
916	1874	169
917	1876	167
918	1878	165
919	1880	163
920	1882	161
921	1885	159
922	1887	157
923	1889	155
924	1891	153
925	1893	151
926	1895	149
927	1897	147
928	1900	145
929	1902	143
930	1903	141
931	1905	139
932	1907	136
933	1910	134
934	1912	132
935	1914	130
936	1916	128
937	1918	126
938	1920	124
939	1922	122
940	1923	120
941	1926	118
942	1928	116
943	1930	114
944	1932	112
945	1934	110
946	1936	108
947	1938	106
948	1940	104
949	1942	102
950	1944	100
951	1946	98
952	1948	96
953	1950	94
954	1952	91
955	1954	89
956	1956	87
957	1958	85
958	1960	83
959	1962	81
960	1964	79
961	1966	77
962	1968	75
963	1970	73
964	1972	71
965	1974	69
966	1977	67
967	1978	65
968	1980	63
969	1982	61
970	1984	59
971	1987	57
972	1989	55
973	1991	53
974	1993	51
975	1995	49
976	1997	47
977	1998	44
978	2000	42
979	2003	40
980	2005	38
981	2007	36
982	2009	34
983	2011	32
984	2012	30
985	2015	28
986	2017	26
987	2019	24
988	2021	22
989	2023	20
990	2025	18
991	2027	16
992	2029	14
993	2031	12
994	2033	10
995	2035	8
996	2037	6
997	2039	4
998	2041	2
999	2043	0
