iter	Passed	Remaining
496	1039	1052
497	1041	1049
498	1043	1047
499	1045	1045
500	1047	1043
501	1049	1041
502	1051	1039
503	1053	1036
504	1055	1034
505	1057	1032
506	1058	1029
507	1061	1027
508	1063	1025
509	1065	1023
510	1067	1021
511	1069	1019
512	1071	1016
513	1073	1014
514	1075	1012
515	1077	1010
516	1079	1008
517	1081	1006
518	1083	1004
519	1085	1001
520	1087	999
521	1089	997
522	1091	995
523	1093	993
524	1095	991
525	1097	989
526	1099	986
527	1101	984
528	1103	982
529	1105	980
530	1107	977
531	1109	975
532	1110	973
533	1112	971
534	1114	968
535	1116	966
536	1118	964
537	1120	962
538	1122	959
539	1123	957
540	1125	955
541	1127	952
542	1129	950
543	1131	948
544	1133	946
545	1135	944
546	1137	942
547	1140	940
548	1141	938
549	1143	935
550	1145	933
551	1147	931
552	1149	929
553	1151	927
554	1153	924
555	1155	923
556	1157	920
557	1159	918
558	1161	916
559	1163	914
560	1166	912
561	1167	910
562	1170	908
563	1172	906
564	1174	904
565	1175	901
566	1177	899
567	1179	897
568	1181	895
569	1183	892
570	1185	890
571	1187	888
572	1189	886
573	1192	884
574	1194	883
575	1196	880
576	1198	878
577	1200	876
578	1203	874
579	1204	872
580	1206	870
581	1208	868
582	1210	866
583	1212	863
584	1214	861
585	1216	859
586	1218	857
587	1220	854
588	1223	853
589	1225	851
590	1227	849
591	1229	847
592	1231	845
593	1234	843
594	1236	841
595	1238	839
596	1240	837
597	1243	835
598	1245	833
599	1247	831
600	1249	829
601	1251	827
602	1254	825
603	1256	823
604	1258	821
605	1260	819
606	1262	817
607	1264	815
608	1267	813
609	1269	811
610	1271	809
611	1273	807
612	1276	805
613	1278	803
614	1280	801
615	1282	799
616	1284	797
617	1286	795
618	1289	793
619	1291	791
620	1293	789
621	1295	787
622	1297	785
623	1299	783
624	1301	780
625	1303	778
626	1305	776
627	1307	774
628	1309	772
629	1311	770
630	1314	768
631	1316	766
632	1319	764
633	1321	762
634	1323	760
635	1325	758
636	1327	756
637	1329	754
638	1331	752
639	1334	750
640	1336	748
641	1338	746
642	1340	744
643	1342	742
644	1344	740
645	1346	738
646	1349	736
647	1351	734
648	1353	731
649	1355	729
650	1357	727
651	1359	725
652	1361	723
653	1364	721
654	1366	719
655	1368	717
656	1370	715
657	1373	713
658	1375	711
659	1377	709
660	1379	707
661	1381	705
662	1383	703
663	1385	701
664	1387	699
665	1389	696
666	1391	694
667	1393	692
668	1395	690
669	1397	688
670	1399	686
671	1401	683
672	1403	682
673	1406	680
674	1408	678
675	1410	676
676	1412	674
677	1414	671
678	1416	669
679	1419	667
680	1421	665
681	1423	663
682	1425	661
683	1428	659
684	1429	657
685	1432	655
686	1434	653
687	1436	651
688	1438	649
689	1440	647
690	1443	645
691	1444	643
692	1447	641
693	1449	639
694	1451	637
695	1454	635
696	1456	633
697	1458	631
698	1460	629
699	1463	627
700	1465	624
701	1467	622
702	1469	620
703	1471	618
704	1473	616
705	1475	614
706	1478	612
707	1480	610
708	1482	608
709	1484	606
710	1486	604
711	1489	602
712	1491	600
713	1493	598
714	1494	595
715	1496	593
716	1498	591
717	1500	589
718	1502	587
719	1504	585
720	1507	583
721	1509	581
722	1511	579
723	1513	577
724	1516	575
725	1518	572
726	1520	570
727	1522	568
728	1524	566
729	1526	564
730	1529	562
731	1531	560
732	1533	558
733	1535	556
734	1538	554
735	1540	552
736	1542	550
737	1544	548
738	1546	546
739	1549	544
740	1551	542
741	1553	540
742	1555	538
743	1557	535
744	1560	534
745	1562	532
746	1565	530
747	1567	528
748	1569	525
749	1571	523
750	1573	521
751	1576	519
752	1578	517
753	1580	515
754	1582	513
755	1584	511
756	1586	509
757	1588	507
758	1590	505
759	1592	502
760	1594	500
761	1596	498
762	1599	496
763	1601	494
764	1603	492
765	1606	490
766	1608	488
767	1610	486
768	1613	484
769	1615	482
770	1617	480
771	1619	478
772	1621	476
773	1624	474
774	1626	472
775	1628	470
776	1630	468
777	1632	465
778	1634	463
779	1637	461
780	1638	459
781	1641	457
782	1643	455
783	1645	453
784	1647	451
785	1649	449
786	1652	447
787	1654	444
788	1656	442
789	1658	440
790	1660	438
791	1662	436
792	1665	434
793	1667	432
794	1669	430
795	1672	428
796	1674	426
797	1676	424
798	1678	422
799	1680	420
800	1682	418
801	1684	415
802	1686	413
803	1688	411
804	1690	409
805	1692	407
806	1694	405
807	1696	403
808	1698	400
809	1700	398
810	1702	396
811	1704	394
812	1706	392
813	1708	390
814	1710	388
815	1712	386
816	1714	384
817	1717	382
818	1719	379
819	1720	377
820	1722	375
821	1724	373
822	1727	371
823	1728	369
824	1731	367
825	1733	365
826	1735	362
827	1736	360
828	1738	358
829	1740	356
830	1742	354
831	1745	352
832	1747	350
833	1749	348
834	1751	346
835	1753	343
836	1755	341
837	1757	339
838	1759	337
839	1762	335
840	1763	333
841	1765	331
842	1767	329
843	1769	327
844	1772	325
845	1774	323
846	1776	320
847	1778	318
848	1780	316
849	1782	314
850	1784	312
851	1786	310
852	1788	308
853	1791	306
854	1793	304
855	1795	302
856	1797	299
857	1799	297
858	1802	295
859	1804	293
860	1806	291
861	1808	289
862	1810	287
863	1812	285
864	1814	283
865	1816	281
866	1818	279
867	1821	276
868	1823	274
869	1825	272
870	1826	270
871	1828	268
872	1831	266
873	1833	264
874	1835	262
875	1837	260
876	1839	258
877	1841	255
878	1843	253
879	1846	251
880	1848	249
881	1850	247
882	1852	245
883	1854	243
884	1856	241
885	1858	239
886	1860	236
887	1862	234
888	1864	232
889	1866	230
890	1868	228
891	1870	226
892	1872	224
893	1874	222
894	1876	220
895	1878	218
896	1880	215
897	1883	213
898	1884	211
899	1886	209
900	1888	207
901	1891	205
902	1893	203
903	1895	201
904	1897	199
905	1899	197
906	1901	194
907	1903	192
908	1905	190
909	1907	188
910	1909	186
911	1911	184
912	1913	182
913	1915	180
914	1917	178
915	1919	176
916	1921	173
917	1923	171
918	1925	169
919	1927	167
920	1929	165
921	1931	163
922	1933	161
923	1935	159
924	1937	157
925	1940	155
926	1942	152
927	1944	150
928	1946	148
929	1947	146
930	1950	144
931	1952	142
932	1954	140
933	1956	138
934	1958	136
935	1960	134
936	1962	131
937	1964	129
938	1966	127
939	1968	125
940	1970	123
941	1972	121
942	1974	119
943	1976	117
944	1978	115
945	1980	113
946	1982	110
947	1985	108
948	1987	106
949	1989	104
950	1991	102
951	1993	100
952	1995	98
953	1997	96
954	1999	94
955	2001	92
956	2003	90
957	2005	87
958	2007	85
959	2009	83
960	2011	81
961	2014	79
962	2016	77
963	2018	75
964	2020	73
965	2022	71
966	2024	69
967	2026	66
968	2028	64
969	2030	62
970	2032	60
971	2034	58
972	2036	56
973	2038	54
974	2040	52
975	2042	50
976	2044	48
977	2046	46
978	2048	43
979	2049	41
980	2051	39
981	2054	37
982	2056	35
983	2058	33
984	2060	31
985	2062	29
986	2064	27
987	2066	25
988	2068	23
989	2070	20
990	2073	18
991	2076	16
992	2078	14
993	2079	12
994	2081	10
995	2083	8
996	2085	6
997	2087	4
998	2090	2
999	2092	0
